Activity ID,Pillar,Age Group,Category,Category Description,Topic Number,Topic,Activity Name,Objective,Explanation,Age,Estimated Time,Hashtags,Materials,Steps,Skills,Activity Type,Difficulty Level,Parent Involvement
play-creativity-toddler-1-3-creating-digital-art-7,Play & Creativity,Toddler (1-3),Creating Digital Art,Comprehensive creating digital art activities for toddler (1-3),7,Creating Digital Art Activity 7,Creating Digital Art Activity 7,Develop creating digital art skills for toddler (1-3),Engage in creating digital art activities designed for toddler (1-3) development,Toddler (1-3),10-20 min,#CreatingDigitalArt;#Toddler;#PlayCreativity,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Creating Digital Art;Play & Creativity development;Problem solving;Creative thinking;Progress tracking,Creative,Beginner,High
play-creativity-toddler-1-3-building-and-designing-gadgets-1,Play & Creativity,Toddler (1-3),Building and Designing Gadgets,Comprehensive building and designing gadgets activities for toddler (1-3),1,Building and Designing Gadgets Activity 1,Building and Designing Gadgets Activity 1,Develop building and designing gadgets skills for toddler (1-3),Engage in building and designing gadgets activities designed for toddler (1-3) development,Toddler (1-3),15-30 min,#BuildingandDesigningGadgets;#Toddler;#PlayCreativity,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Building and Designing Gadgets;Play & Creativity development;Problem solving;Creative thinking;Progress tracking,Cognitive,Beginner,High
play-creativity-toddler-1-3-building-and-designing-gadgets-2,Play & Creativity,Toddler (1-3),Building and Designing Gadgets,Comprehensive building and designing gadgets activities for toddler (1-3),2,Building and Designing Gadgets Activity 2,Building and Designing Gadgets Activity 2,Develop building and designing gadgets skills for toddler (1-3),Engage in building and designing gadgets activities designed for toddler (1-3) development,Toddler (1-3),10-20 min,#BuildingandDesigningGadgets;#Toddler;#PlayCreativity,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Building and Designing Gadgets;Play & Creativity development;Problem solving;Creative thinking;Progress tracking,Cognitive,Beginner,High
play-creativity-toddler-1-3-building-and-designing-gadgets-3,Play & Creativity,Toddler (1-3),Building and Designing Gadgets,Comprehensive building and designing gadgets activities for toddler (1-3),3,Building and Designing Gadgets Activity 3,Building and Designing Gadgets Activity 3,Develop building and designing gadgets skills for toddler (1-3),Engage in building and designing gadgets activities designed for toddler (1-3) development,Toddler (1-3),10-20 min,#BuildingandDesigningGadgets;#Toddler;#PlayCreativity,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Building and Designing Gadgets;Play & Creativity development;Problem solving;Creative thinking;Progress tracking,Cognitive,Beginner,High
play-creativity-toddler-1-3-building-and-designing-gadgets-4,Play & Creativity,Toddler (1-3),Building and Designing Gadgets,Comprehensive building and designing gadgets activities for toddler (1-3),4,Building and Designing Gadgets Activity 4,Building and Designing Gadgets Activity 4,Develop building and designing gadgets skills for toddler (1-3),Engage in building and designing gadgets activities designed for toddler (1-3) development,Toddler (1-3),10-20 min,#BuildingandDesigningGadgets;#Toddler;#PlayCreativity,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Building and Designing Gadgets;Play & Creativity development;Problem solving;Creative thinking;Progress tracking,Cognitive,Beginner,High
play-creativity-toddler-1-3-independent-fashion-design-1,Play & Creativity,Toddler (1-3),Independent Fashion Design,Comprehensive independent fashion design activities for toddler (1-3),1,Independent Fashion Design Activity 1,Independent Fashion Design Activity 1,Develop independent fashion design skills for toddler (1-3),Engage in independent fashion design activities designed for toddler (1-3) development,Toddler (1-3),10-20 min,#IndependentFashionDesign;#Toddler;#PlayCreativity,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Independent Fashion Design;Play & Creativity development;Problem solving;Creative thinking;Progress tracking,Cognitive,Beginner,High
play-creativity-toddler-1-3-independent-fashion-design-2,Play & Creativity,Toddler (1-3),Independent Fashion Design,Comprehensive independent fashion design activities for toddler (1-3),2,Independent Fashion Design Activity 2,Independent Fashion Design Activity 2,Develop independent fashion design skills for toddler (1-3),Engage in independent fashion design activities designed for toddler (1-3) development,Toddler (1-3),15-30 min,#IndependentFashionDesign;#Toddler;#PlayCreativity,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Independent Fashion Design;Play & Creativity development;Problem solving;Creative thinking;Progress tracking,Cognitive,Beginner,High
play-creativity-toddler-1-3-independent-fashion-design-3,Play & Creativity,Toddler (1-3),Independent Fashion Design,Comprehensive independent fashion design activities for toddler (1-3),3,Independent Fashion Design Activity 3,Independent Fashion Design Activity 3,Develop independent fashion design skills for toddler (1-3),Engage in independent fashion design activities designed for toddler (1-3) development,Toddler (1-3),15-30 min,#IndependentFashionDesign;#Toddler;#PlayCreativity,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Independent Fashion Design;Play & Creativity development;Problem solving;Creative thinking;Progress tracking,Cognitive,Beginner,High
play-creativity-toddler-1-3-independent-fashion-design-4,Play & Creativity,Toddler (1-3),Independent Fashion Design,Comprehensive independent fashion design activities for toddler (1-3),4,Independent Fashion Design Activity 4,Independent Fashion Design Activity 4,Develop independent fashion design skills for toddler (1-3),Engage in independent fashion design activities designed for toddler (1-3) development,Toddler (1-3),10-20 min,#IndependentFashionDesign;#Toddler;#PlayCreativity,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Independent Fashion Design;Play & Creativity development;Problem solving;Creative thinking;Progress tracking,Cognitive,Beginner,High
play-creativity-preschooler-3-5-sensory-exploration-1,Play & Creativity,Preschooler (3-5),Sensory Exploration,Comprehensive sensory exploration activities for preschooler (3-5),1,Sensory Exploration Activity 1,Sensory Exploration Activity 1,Develop sensory exploration skills for preschooler (3-5),Engage in sensory exploration activities designed for preschooler (3-5) development,Preschooler (3-5),15-30 min,#SensoryExploration;#Preschooler;#PlayCreativity,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Sensory Exploration;Play & Creativity development;Problem solving;Creative thinking;Progress tracking,Cognitive,Intermediate,Medium
play-creativity-preschooler-3-5-sensory-exploration-2,Play & Creativity,Preschooler (3-5),Sensory Exploration,Comprehensive sensory exploration activities for preschooler (3-5),2,Sensory Exploration Activity 2,Sensory Exploration Activity 2,Develop sensory exploration skills for preschooler (3-5),Engage in sensory exploration activities designed for preschooler (3-5) development,Preschooler (3-5),15-30 min,#SensoryExploration;#Preschooler;#PlayCreativity,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Sensory Exploration;Play & Creativity development;Problem solving;Creative thinking;Progress tracking,Cognitive,Intermediate,Medium
play-creativity-preschooler-3-5-sensory-exploration-3,Play & Creativity,Preschooler (3-5),Sensory Exploration,Comprehensive sensory exploration activities for preschooler (3-5),3,Sensory Exploration Activity 3,Sensory Exploration Activity 3,Develop sensory exploration skills for preschooler (3-5),Engage in sensory exploration activities designed for preschooler (3-5) development,Preschooler (3-5),15-30 min,#SensoryExploration;#Preschooler;#PlayCreativity,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Sensory Exploration;Play & Creativity development;Problem solving;Creative thinking;Progress tracking,Cognitive,Intermediate,Medium
